Hour,DryBulbTemp_C,RelativeHumidity_%,Pressure_kPa,WindSpeed_m/s
2669,31.53,45.87,101.3,2.5
2670,31.53,45.88,101.3,2.5
2671,31.53,45.88,101.3,2.5
2672,31.53,45.88,101.3,2.5
2673,31.53,45.89,101.3,2.5
2674,31.52,45.89,101.3,2.5
2675,31.52,45.89,101.3,2.5
2676,31.52,45.9,101.3,2.5
2677,31.52,45.9,101.3,2.5
2678,31.52,45.91,101.3,2.5
2679,31.51,45.91,101.3,2.5
2680,31.51,45.91,101.3,2.5
2681,31.51,45.92,101.3,2.5
2682,31.51,45.92,101.3,2.5
2683,31.51,45.92,101.3,2.5
2684,31.51,45.93,101.3,2.5
2685,31.5,45.93,101.3,2.5
2686,31.5,45.94,101.3,2.5
2687,31.5,45.94,101.3,2.5
2688,31.5,45.94,101.3,2.5
2689,31.5,45.95,101.3,2.5
2690,31.49,45.95,101.3,2.5
2691,31.49,45.95,101.3,2.5
2692,31.49,45.96,101.3,2.5
2693,31.49,45.96,101.3,2.5
2694,31.48,45.97,101.3,2.5
2695,31.48,45.97,101.3,2.5
2696,31.48,45.97,101.3,2.5
2697,31.48,45.98,101.3,2.5
2698,31.48,45.98,101.3,2.5
2699,31.47,45.98,101.3,2.5
2700,31.47,45.99,101.3,2.5
2701,31.47,45.99,101.3,2.5
2702,31.47,46,101.3,2.5
2703,31.47,46,101.3,2.5
2704,31.46,46,101.3,2.5
2705,31.46,46.01,101.3,2.5
2706,31.46,46.01,101.3,2.5
2707,31.46,46.02,101.3,2.5
2708,31.46,46.02,101.3,2.5
2709,31.45,46.02,101.3,2.5
2710,31.45,46.03,101.3,2.5
2711,31.45,46.03,101.3,2.5
2712,31.45,46.04,101.3,2.5
2713,31.45,46.04,101.3,2.5
2714,31.44,46.04,101.3,2.5
2715,31.44,46.05,101.3,2.5
2716,31.44,46.05,101.3,2.5
2717,31.44,46.05,101.3,2.5
2718,31.44,46.06,101.3,2.5
2719,31.43,46.06,101.3,2.5
2720,31.43,46.07,101.3,2.5
2721,31.43,46.07,101.3,2.5
2722,31.43,46.07,101.3,2.5
2723,31.42,46.08,101.3,2.5
2724,31.42,46.08,101.3,2.5
2725,31.42,46.09,101.3,2.5
2726,31.42,46.09,101.3,2.5
2727,31.42,46.09,101.3,2.5
2728,31.41,46.1,101.3,2.5
2729,31.41,46.1,101.3,2.5
2730,31.41,46.11,101.3,2.5
2731,31.41,46.11,101.3,2.5
2732,31.41,46.12,101.3,2.5
2733,31.4,46.12,101.3,2.5
2734,31.4,46.12,101.3,2.5
2735,31.4,46.13,101.3,2.5
2736,31.4,46.13,101.3,2.5
2737,31.39,46.14,101.3,2.5
2738,31.39,46.14,101.3,2.5
2739,31.39,46.14,101.3,2.5
2740,31.39,46.15,101.3,2.5
2741,31.39,46.15,101.3,2.5
2742,31.38,46.16,101.3,2.5
2743,31.38,46.16,101.3,2.5
2744,31.38,46.16,101.3,2.5
2745,31.38,46.17,101.3,2.5
2746,31.37,46.17,101.3,2.5
2747,31.37,46.18,101.3,2.5
2748,31.37,46.18,101.3,2.5
2749,31.37,46.19,101.3,2.5
2750,31.37,46.19,101.3,2.5
2751,31.36,46.19,101.3,2.5
2752,31.36,46.2,101.3,2.5
2753,31.36,46.2,101.3,2.5
2754,31.36,46.21,101.3,2.5
2755,31.35,46.21,101.3,2.5
2756,31.35,46.21,101.3,2.5
2757,31.35,46.22,101.3,2.5
2758,31.35,46.22,101.3,2.5
2759,31.35,46.23,101.3,2.5
2760,31.34,46.23,101.3,2.5
2761,31.34,46.24,101.3,2.5
2762,31.34,46.24,101.3,2.5
2763,31.34,46.24,101.3,2.5
2764,31.33,46.25,101.3,2.5
2765,31.33,46.25,101.3,2.5
2766,31.33,46.26,101.3,2.5
2767,31.33,46.26,101.3,2.5
2768,31.32,46.27,101.3,2.5
2769,31.32,46.27,101.3,2.5
2770,31.32,46.28,101.3,2.5
2771,31.32,46.28,101.3,2.5
2772,31.32,46.28,101.3,2.5
2773,31.31,46.29,101.3,2.5
2774,31.31,46.29,101.3,2.5
2775,31.31,46.3,101.3,2.5
2776,31.31,46.3,101.3,2.5
2777,31.3,46.31,101.3,2.5
2778,31.3,46.31,101.3,2.5
2779,31.3,46.31,101.3,2.5
2780,31.3,46.32,101.3,2.5
2781,31.29,46.32,101.3,2.5
2782,31.29,46.33,101.3,2.5
2783,31.29,46.33,101.3,2.5
2784,31.29,46.34,101.3,2.5
2785,31.28,46.34,101.3,2.5
2786,31.28,46.35,101.3,2.5
2787,31.28,46.35,101.3,2.5
2788,31.28,46.35,101.3,2.5
2789,31.28,46.36,101.3,2.5
2790,31.27,46.36,101.3,2.5
2791,31.27,46.37,101.3,2.5
2792,31.27,46.37,101.3,2.5
2793,31.27,46.38,101.3,2.5
2794,31.26,46.38,101.3,2.5
2795,31.26,46.39,101.3,2.5
2796,31.26,46.39,101.3,2.5
2797,31.26,46.39,101.3,2.5
2798,31.25,46.4,101.3,2.5
2799,31.25,46.4,101.3,2.5
2800,31.25,46.41,101.3,2.5
2801,31.25,46.41,101.3,2.5
2802,31.24,46.42,101.3,2.5
2803,31.24,46.42,101.3,2.5
2804,31.24,46.43,101.3,2.5
2805,31.24,46.43,101.3,2.5
2806,31.23,46.44,101.3,2.5
2807,31.23,46.44,101.3,2.5
2808,31.23,46.45,101.3,2.5
2809,31.23,46.45,101.3,2.5
2810,31.22,46.45,101.3,2.5
2811,31.22,46.46,101.3,2.5
2812,31.22,46.46,101.3,2.5
2813,31.22,46.47,101.3,2.5
2814,31.21,46.47,101.3,2.5
2815,31.21,46.48,101.3,2.5
2816,31.21,46.48,101.3,2.5
2817,31.21,46.49,101.3,2.5
2818,31.2,46.49,101.3,2.5
2819,31.2,46.5,101.3,2.5
2820,31.2,46.5,101.3,2.5
2821,31.2,46.51,101.3,2.5
2822,31.19,46.51,101.3,2.5
2823,31.19,46.51,101.3,2.5
2824,31.19,46.52,101.3,2.5
2825,31.19,46.52,101.3,2.5
2826,31.18,46.53,101.3,2.5
2827,31.18,46.53,101.3,2.5
2828,31.18,46.54,101.3,2.5
2829,31.18,46.54,101.3,2.5
2830,31.17,46.55,101.3,2.5
2831,31.17,46.55,101.3,2.5
2832,31.17,46.56,101.3,2.5
2833,31.17,46.56,101.3,2.5
2834,31.16,46.57,101.3,2.5
2835,31.16,46.57,101.3,2.5
2836,31.16,46.58,101.3,2.5
2837,31.16,46.58,101.3,2.5
2838,31.15,46.59,101.3,2.5
2839,31.15,46.59,101.3,2.5
2840,31.15,46.6,101.3,2.5
2841,31.15,46.6,101.3,2.5
2842,31.14,46.61,101.3,2.5
2843,31.14,46.61,101.3,2.5
2844,31.14,46.62,101.3,2.5
2845,31.14,46.62,101.3,2.5
2846,31.13,46.63,101.3,2.5
2847,31.13,46.63,101.3,2.5
2848,31.13,46.63,101.3,2.5
2849,31.13,46.64,101.3,2.5
2850,31.12,46.64,101.3,2.5
2851,31.12,46.65,101.3,2.5
2852,31.12,46.65,101.3,2.5
2853,31.11,46.66,101.3,2.5
2854,31.11,46.66,101.3,2.5
2855,31.11,46.67,101.3,2.5
2856,31.11,46.67,101.3,2.5
2857,31.1,46.68,101.3,2.5
2858,31.1,46.68,101.3,2.5
2859,31.1,46.69,101.3,2.5
2860,31.1,46.69,101.3,2.5
2861,31.09,46.7,101.3,2.5
2862,31.09,46.7,101.3,2.5
2863,31.09,46.71,101.3,2.5
2864,31.09,46.71,101.3,2.5
2865,31.08,46.72,101.3,2.5
2866,31.08,46.72,101.3,2.5
2867,31.08,46.73,101.3,2.5
2868,31.08,46.73,101.3,2.5
2869,31.07,46.74,101.3,2.5
2870,31.07,46.74,101.3,2.5
2871,31.07,46.75,101.3,2.5
2872,31.06,46.75,101.3,2.5
2873,31.06,46.76,101.3,2.5
2874,31.06,46.76,101.3,2.5
2875,31.06,46.77,101.3,2.5
2876,31.05,46.77,101.3,2.5
2877,31.05,46.78,101.3,2.5
2878,31.05,46.78,101.3,2.5
2879,31.05,46.79,101.3,2.5
2880,31.04,46.79,101.3,2.5
2881,31.04,46.8,101.3,2.5
2882,31.04,46.8,101.3,2.5
2883,31.03,46.81,101.3,2.5
2884,31.03,46.82,101.3,2.5
2885,31.03,46.82,101.3,2.5
2886,31.03,46.83,101.3,2.5
2887,31.02,46.83,101.3,2.5
2888,31.02,46.84,101.3,2.5
2889,31.02,46.84,101.3,2.5
2890,31.02,46.85,101.3,2.5
2891,31.01,46.85,101.3,2.5
2892,31.01,46.86,101.3,2.5
2893,31.01,46.86,101.3,2.5
2894,31,46.87,101.3,2.5
2895,31,46.87,101.3,2.5
2896,31,46.88,101.3,2.5
2897,31,46.88,101.3,2.5
2898,30.99,46.89,101.3,2.5
2899,30.99,46.89,101.3,2.5
2900,30.99,46.9,101.3,2.5
2901,30.98,46.9,101.3,2.5
2902,30.98,46.91,101.3,2.5
2903,30.98,46.91,101.3,2.5
2904,30.98,46.92,101.3,2.5
2905,30.97,46.92,101.3,2.5
2906,30.97,46.93,101.3,2.5
2907,30.97,46.93,101.3,2.5
2908,30.97,46.94,101.3,2.5
2909,30.96,46.95,101.3,2.5
2910,30.96,46.95,101.3,2.5
2911,30.96,46.96,101.3,2.5
2912,30.95,46.96,101.3,2.5
2913,30.95,46.97,101.3,2.5
2914,30.95,46.97,101.3,2.5
2915,30.95,46.98,101.3,2.5
2916,30.94,46.98,101.3,2.5
2917,30.94,46.99,101.3,2.5
2918,30.94,46.99,101.3,2.5
2919,30.93,47,101.3,2.5
2920,30.93,47,101.3,2.5
2921,30.93,47.01,101.3,2.5
2922,30.93,47.02,101.3,2.5
2923,30.92,47.02,101.3,2.5
2924,30.92,47.03,101.3,2.5
2925,30.92,47.03,101.3,2.5
2926,30.91,47.04,101.3,2.5
2927,30.91,47.04,101.3,2.5
2928,30.91,47.05,101.3,2.5
2929,30.91,47.05,101.3,2.5
2930,30.9,47.06,101.3,2.5
2931,30.9,47.06,101.3,2.5
2932,30.9,47.07,101.3,2.5
2933,30.89,47.07,101.3,2.5
2934,30.89,47.08,101.3,2.5
2935,30.89,47.09,101.3,2.5
2936,30.88,47.09,101.3,2.5
2937,30.88,47.1,101.3,2.5
2938,30.88,47.1,101.3,2.5
2939,30.88,47.11,101.3,2.5
2940,30.87,47.11,101.3,2.5
2941,30.87,47.12,101.3,2.5
2942,30.87,47.12,101.3,2.5
2943,30.86,47.13,101.3,2.5
2944,30.86,47.14,101.3,2.5
2945,30.86,47.14,101.3,2.5
2946,30.86,47.15,101.3,2.5
2947,30.85,47.15,101.3,2.5
2948,30.85,47.16,101.3,2.5
2949,30.85,47.16,101.3,2.5
2950,30.84,47.17,101.3,2.5
2951,30.84,47.17,101.3,2.5
2952,30.84,47.18,101.3,2.5
2953,30.83,47.19,101.3,2.5
2954,30.83,47.19,101.3,2.5
2955,30.83,47.2,101.3,2.5
2956,30.83,47.2,101.3,2.5
2957,30.82,47.21,101.3,2.5
2958,30.82,47.21,101.3,2.5
2959,30.82,47.22,101.3,2.5
2960,30.81,47.22,101.3,2.5
2961,30.81,47.23,101.3,2.5
2962,30.81,47.24,101.3,2.5
2963,30.8,47.24,101.3,2.5
2964,30.8,47.25,101.3,2.5
2965,30.8,47.25,101.3,2.5
2966,30.8,47.26,101.3,2.5
2967,30.79,47.26,101.3,2.5
2968,30.79,47.27,101.3,2.5
2969,30.79,47.28,101.3,2.5
2970,30.78,47.28,101.3,2.5
2971,30.78,47.29,101.3,2.5
2972,30.78,47.29,101.3,2.5
2973,30.77,47.3,101.3,2.5
2974,30.77,47.3,101.3,2.5
2975,30.77,47.31,101.3,2.5
2976,30.77,47.32,101.3,2.5
2977,30.76,47.32,101.3,2.5
2978,30.76,47.33,101.3,2.5
2979,30.76,47.33,101.3,2.5
2980,30.75,47.34,101.3,2.5
2981,30.75,47.34,101.3,2.5
2982,30.75,47.35,101.3,2.5
2983,30.74,47.36,101.3,2.5
2984,30.74,47.36,101.3,2.5
2985,30.74,47.37,101.3,2.5
2986,30.73,47.37,101.3,2.5
2987,30.73,47.38,101.3,2.5
2988,30.73,47.38,101.3,2.5
2989,30.72,47.39,101.3,2.5
2990,30.72,47.4,101.3,2.5
2991,30.72,47.4,101.3,2.5
2992,30.72,47.41,101.3,2.5
2993,30.71,47.41,101.3,2.5
2994,30.71,47.42,101.3,2.5
2995,30.71,47.43,101.3,2.5
2996,30.7,47.43,101.3,2.5
2997,30.7,47.44,101.3,2.5
2998,30.7,47.44,101.3,2.5
2999,30.69,47.45,101.3,2.5
3000,30.69,47.46,101.3,2.5
3001,30.69,47.46,101.3,2.5
3002,30.68,47.47,101.3,2.5
3003,30.68,47.47,101.3,2.5
3004,30.68,47.48,101.3,2.5
3005,30.67,47.48,101.3,2.5
3006,30.67,47.49,101.3,2.5
3007,30.67,47.5,101.3,2.5
3008,30.67,47.5,101.3,2.5
3009,30.66,47.51,101.3,2.5
3010,30.66,47.51,101.3,2.5
3011,30.66,47.52,101.3,2.5
3012,30.65,47.53,101.3,2.5
3013,30.65,47.53,101.3,2.5
3014,30.65,47.54,101.3,2.5
3015,30.64,47.54,101.3,2.5
3016,30.64,47.55,101.3,2.5
3017,30.64,47.56,101.3,2.5
3018,30.63,47.56,101.3,2.5
3019,30.63,47.57,101.3,2.5
3020,30.63,47.57,101.3,2.5
3021,30.62,47.58,101.3,2.5
3022,30.62,47.59,101.3,2.5
3023,30.62,47.59,101.3,2.5
3024,30.61,47.6,101.3,2.5
3025,30.61,47.6,101.3,2.5
3026,30.61,47.61,101.3,2.5
3027,30.6,47.62,101.3,2.5
3028,30.6,47.62,101.3,2.5
3029,30.6,47.63,101.3,2.5
3030,30.59,47.64,101.3,2.5
3031,30.59,47.64,101.3,2.5
3032,30.59,47.65,101.3,2.5
3033,30.58,47.65,101.3,2.5
3034,30.58,47.66,101.3,2.5
3035,30.58,47.67,101.3,2.5
3036,30.58,47.67,101.3,2.5
3037,30.57,47.68,101.3,2.5
3038,30.57,47.68,101.3,2.5
3039,30.57,47.69,101.3,2.5
3040,30.56,47.7,101.3,2.5
3041,30.56,47.7,101.3,2.5
3042,30.56,47.71,101.3,2.5
3043,30.55,47.71,101.3,2.5
3044,30.55,47.72,101.3,2.5
3045,30.55,47.73,101.3,2.5
3046,30.54,47.73,101.3,2.5
3047,30.54,47.74,101.3,2.5
3048,30.54,47.75,101.3,2.5
3049,30.53,47.75,101.3,2.5
3050,30.53,47.76,101.3,2.5
3051,30.53,47.76,101.3,2.5
3052,30.52,47.77,101.3,2.5
3053,30.52,47.78,101.3,2.5
3054,30.52,47.78,101.3,2.5
3055,30.51,47.79,101.3,2.5
3056,30.51,47.8,101.3,2.5
3057,30.51,47.8,101.3,2.5
3058,30.5,47.81,101.3,2.5
3059,30.5,47.81,101.3,2.5
3060,30.5,47.82,101.3,2.5
3061,30.49,47.83,101.3,2.5
3062,30.49,47.83,101.3,2.5
3063,30.49,47.84,101.3,2.5
3064,30.48,47.85,101.3,2.5
3065,30.48,47.85,101.3,2.5
3066,30.48,47.86,101.3,2.5
3067,30.47,47.86,101.3,2.5
3068,30.47,47.87,101.3,2.5
3069,30.47,47.88,101.3,2.5
3070,30.46,47.88,101.3,2.5
3071,30.46,47.89,101.3,2.5
3072,30.46,47.9,101.3,2.5
3073,30.45,47.9,101.3,2.5
3074,30.45,47.91,101.3,2.5
3075,30.45,47.92,101.3,2.5
3076,30.44,47.92,101.3,2.5
3077,30.44,47.93,101.3,2.5
3078,30.43,47.93,101.3,2.5
3079,30.43,47.94,101.3,2.5
3080,30.43,47.95,101.3,2.5
3081,30.42,47.95,101.3,2.5
3082,30.42,47.96,101.3,2.5
3083,30.42,47.97,101.3,2.5
3084,30.41,47.97,101.3,2.5
3085,30.41,47.98,101.3,2.5
3086,30.41,47.99,101.3,2.5
3087,30.4,47.99,101.3,2.5
3088,30.4,48,101.3,2.5
3089,30.4,48.01,101.3,2.5
3090,30.39,48.01,101.3,2.5
3091,30.39,48.02,101.3,2.5
3092,30.39,48.02,101.3,2.5
3093,30.38,48.03,101.3,2.5
3094,30.38,48.04,101.3,2.5
3095,30.38,48.04,101.3,2.5
3096,30.37,48.05,101.3,2.5
3097,30.37,48.06,101.3,2.5
3098,30.37,48.06,101.3,2.5
3099,30.36,48.07,101.3,2.5
3100,30.36,48.08,101.3,2.5
3101,30.36,48.08,101.3,2.5
3102,30.35,48.09,101.3,2.5
3103,30.35,48.1,101.3,2.5
3104,30.35,48.1,101.3,2.5
3105,30.34,48.11,101.3,2.5
3106,30.34,48.12,101.3,2.5
3107,30.33,48.12,101.3,2.5
3108,30.33,48.13,101.3,2.5
3109,30.33,48.14,101.3,2.5
3110,30.32,48.14,101.3,2.5
3111,30.32,48.15,101.3,2.5
3112,30.32,48.16,101.3,2.5
3113,30.31,48.16,101.3,2.5
3114,30.31,48.17,101.3,2.5
3115,30.31,48.18,101.3,2.5
3116,30.3,48.18,101.3,2.5
3117,30.3,48.19,101.3,2.5
3118,30.3,48.2,101.3,2.5
3119,30.29,48.2,101.3,2.5
3120,30.29,48.21,101.3,2.5
3121,30.29,48.22,101.3,2.5
3122,30.28,48.22,101.3,2.5
3123,30.28,48.23,101.3,2.5
3124,30.27,48.24,101.3,2.5
3125,30.27,48.24,101.3,2.5
3126,30.27,48.25,101.3,2.5
3127,30.26,48.26,101.3,2.5
3128,30.26,48.26,101.3,2.5
3129,30.26,48.27,101.3,2.5
3130,30.25,48.28,101.3,2.5
3131,30.25,48.28,101.3,2.5
3132,30.25,48.29,101.3,2.5
3133,30.24,48.3,101.3,2.5
3134,30.24,48.3,101.3,2.5
3135,30.24,48.31,101.3,2.5
3136,30.23,48.32,101.3,2.5
3137,30.23,48.32,101.3,2.5
3138,30.22,48.33,101.3,2.5
3139,30.22,48.34,101.3,2.5
3140,30.22,48.34,101.3,2.5
3141,30.21,48.35,101.3,2.5
3142,30.21,48.36,101.3,2.5
3143,30.21,48.36,101.3,2.5
3144,30.2,48.37,101.3,2.5
3145,30.2,48.38,101.3,2.5
3146,30.2,48.38,101.3,2.5
3147,30.19,48.39,101.3,2.5
3148,30.19,48.4,101.3,2.5
3149,30.18,48.4,101.3,2.5
3150,30.18,48.41,101.3,2.5
3151,30.18,48.42,101.3,2.5
3152,30.17,48.42,101.3,2.5
3153,30.17,48.43,101.3,2.5
3154,30.17,48.44,101.3,2.5
3155,30.16,48.45,101.3,2.5
3156,30.16,48.45,101.3,2.5
3157,30.16,48.46,101.3,2.5
3158,30.15,48.47,101.3,2.5
3159,30.15,48.47,101.3,2.5
3160,30.14,48.48,101.3,2.5
3161,30.14,48.49,101.3,2.5
3162,30.14,48.49,101.3,2.5
3163,30.13,48.5,101.3,2.5
3164,30.13,48.51,101.3,2.5
3165,30.13,48.51,101.3,2.5
3166,30.12,48.52,101.3,2.5
3167,30.12,48.53,101.3,2.5
3168,30.11,48.53,101.3,2.5
3169,30.11,48.54,101.3,2.5
3170,30.11,48.55,101.3,2.5
3171,30.1,48.56,101.3,2.5
3172,30.1,48.56,101.3,2.5
3173,30.1,48.57,101.3,2.5
3174,30.09,48.58,101.3,2.5
3175,30.09,48.58,101.3,2.5
3176,30.09,48.59,101.3,2.5
3177,30.08,48.6,101.3,2.5
3178,30.08,48.6,101.3,2.5
3179,30.07,48.61,101.3,2.5
3180,30.07,48.62,101.3,2.5
3181,30.07,48.63,101.3,2.5
3182,30.06,48.63,101.3,2.5
3183,30.06,48.64,101.3,2.5
3184,30.06,48.65,101.3,2.5
3185,30.05,48.65,101.3,2.5
3186,30.05,48.66,101.3,2.5
3187,30.04,48.67,101.3,2.5
3188,30.04,48.67,101.3,2.5
3189,30.04,48.68,101.3,2.5
3190,30.03,48.69,101.3,2.5
3191,30.03,48.7,101.3,2.5
3192,30.03,48.7,101.3,2.5
3193,30.02,48.71,101.3,2.5
3194,30.02,48.72,101.3,2.5
3195,30.01,48.72,101.3,2.5
3196,30.01,48.73,101.3,2.5
3197,30.01,48.74,101.3,2.5
3198,30,48.75,101.3,2.5
3199,30,48.75,101.3,2.5
3200,29.99,48.76,101.3,2.5
3201,29.99,48.77,101.3,2.5
3202,29.99,48.77,101.3,2.5
3203,29.98,48.78,101.3,2.5
3204,29.98,48.79,101.3,2.5
3205,29.98,48.8,101.3,2.5
3206,29.97,48.8,101.3,2.5
3207,29.97,48.81,101.3,2.5
3208,29.96,48.82,101.3,2.5
3209,29.96,48.82,101.3,2.5
3210,29.96,48.83,101.3,2.5
3211,29.95,48.84,101.3,2.5
3212,29.95,48.85,101.3,2.5
3213,29.95,48.85,101.3,2.5
3214,29.94,48.86,101.3,2.5
3215,29.94,48.87,101.3,2.5
3216,29.93,48.87,101.3,2.5
3217,29.93,48.88,101.3,2.5
3218,29.93,48.89,101.3,2.5
3219,29.92,48.9,101.3,2.5
3220,29.92,48.9,101.3,2.5
3221,29.91,48.91,101.3,2.5
3222,29.91,48.92,101.3,2.5
3223,29.91,48.93,101.3,2.5
3224,29.9,48.93,101.3,2.5
3225,29.9,48.94,101.3,2.5
3226,29.89,48.95,101.3,2.5
3227,29.89,48.95,101.3,2.5
3228,29.89,48.96,101.3,2.5
3229,29.88,48.97,101.3,2.5
3230,29.88,48.98,101.3,2.5
3231,29.88,48.98,101.3,2.5
3232,29.87,48.99,101.3,2.5
3233,29.87,49,101.3,2.5
3234,29.86,49.01,101.3,2.5
3235,29.86,49.01,101.3,2.5
3236,29.86,49.02,101.3,2.5
3237,29.85,49.03,101.3,2.5
3238,29.85,49.03,101.3,2.5
3239,29.84,49.04,101.3,2.5
3240,29.84,49.05,101.3,2.5
3241,29.84,49.06,101.3,2.5
3242,29.83,49.06,101.3,2.5
3243,29.83,49.07,101.3,2.5
3244,29.82,49.08,101.3,2.5
3245,29.82,49.09,101.3,2.5
3246,29.82,49.09,101.3,2.5
3247,29.81,49.1,101.3,2.5
3248,29.81,49.11,101.3,2.5
3249,29.8,49.12,101.3,2.5
3250,29.8,49.12,101.3,2.5
3251,29.8,49.13,101.3,2.5
3252,29.79,49.14,101.3,2.5
3253,29.79,49.15,101.3,2.5
3254,29.79,49.15,101.3,2.5
3255,29.78,49.16,101.3,2.5
3256,29.78,49.17,101.3,2.5
3257,29.77,49.18,101.3,2.5
3258,29.77,49.18,101.3,2.5
3259,29.77,49.19,101.3,2.5
3260,29.76,49.2,101.3,2.5
3261,29.76,49.2,101.3,2.5
3262,29.75,49.21,101.3,2.5
3263,29.75,49.22,101.3,2.5
3264,29.75,49.23,101.3,2.5
3265,29.74,49.23,101.3,2.5
3266,29.74,49.24,101.3,2.5
3267,29.73,49.25,101.3,2.5
3268,29.73,49.26,101.3,2.5
3269,29.73,49.26,101.3,2.5
3270,29.72,49.27,101.3,2.5
3271,29.72,49.28,101.3,2.5
3272,29.71,49.29,101.3,2.5
3273,29.71,49.29,101.3,2.5
3274,29.71,49.3,101.3,2.5
3275,29.7,49.31,101.3,2.5
3276,29.7,49.32,101.3,2.5
3277,29.69,49.33,101.3,2.5
3278,29.69,49.33,101.3,2.5
3279,29.69,49.34,101.3,2.5
3280,29.68,49.35,101.3,2.5
3281,29.68,49.36,101.3,2.5
3282,29.67,49.36,101.3,2.5
3283,29.67,49.37,101.3,2.5
3284,29.66,49.38,101.3,2.5
3285,29.66,49.39,101.3,2.5
3286,29.66,49.39,101.3,2.5
3287,29.65,49.4,101.3,2.5
3288,29.65,49.41,101.3,2.5
3289,29.64,49.42,101.3,2.5
3290,29.64,49.42,101.3,2.5
3291,29.64,49.43,101.3,2.5
3292,29.63,49.44,101.3,2.5
3293,29.63,49.45,101.3,2.5
3294,29.62,49.45,101.3,2.5
3295,29.62,49.46,101.3,2.5
3296,29.62,49.47,101.3,2.5
3297,29.61,49.48,101.3,2.5
3298,29.61,49.49,101.3,2.5
3299,29.6,49.49,101.3,2.5
3300,29.6,49.5,101.3,2.5
3301,29.6,49.51,101.3,2.5
3302,29.59,49.52,101.3,2.5
3303,29.59,49.52,101.3,2.5
3304,29.58,49.53,101.3,2.5
3305,29.58,49.54,101.3,2.5
3306,29.58,49.55,101.3,2.5
3307,29.57,49.55,101.3,2.5
3308,29.57,49.56,101.3,2.5
3309,29.56,49.57,101.3,2.5
3310,29.56,49.58,101.3,2.5
3311,29.55,49.59,101.3,2.5
3312,29.55,49.59,101.3,2.5
3313,29.55,49.6,101.3,2.5
3314,29.54,49.61,101.3,2.5
3315,29.54,49.62,101.3,2.5
3316,29.53,49.62,101.3,2.5
3317,29.53,49.63,101.3,2.5
3318,29.53,49.64,101.3,2.5
3319,29.52,49.65,101.3,2.5
3320,29.52,49.66,101.3,2.5
3321,29.51,49.66,101.3,2.5
3322,29.51,49.67,101.3,2.5
3323,29.5,49.68,101.3,2.5
3324,29.5,49.69,101.3,2.5
3325,29.5,49.69,101.3,2.5
3326,29.49,49.7,101.3,2.5
3327,29.49,49.71,101.3,2.5
3328,29.48,49.72,101.3,2.5
3329,29.48,49.73,101.3,2.5
3330,29.48,49.73,101.3,2.5
3331,29.47,49.74,101.3,2.5
3332,29.47,49.75,101.3,2.5
3333,29.46,49.76,101.3,2.5
3334,29.46,49.76,101.3,2.5
3335,29.45,49.77,101.3,2.5
3336,29.45,49.78,101.3,2.5
3337,29.45,49.79,101.3,2.5
3338,29.44,49.8,101.3,2.5
3339,29.44,49.8,101.3,2.5
3340,29.43,49.81,101.3,2.5
3341,29.43,49.82,101.3,2.5
3342,29.43,49.83,101.3,2.5
3343,29.42,49.84,101.3,2.5
3344,29.42,49.84,101.3,2.5
3345,29.41,49.85,101.3,2.5
3346,29.41,49.86,101.3,2.5
3347,29.4,49.87,101.3,2.5
3348,29.4,49.88,101.3,2.5
3349,29.4,49.88,101.3,2.5
3350,29.39,49.89,101.3,2.5
3351,29.39,49.9,101.3,2.5
3352,29.38,49.91,101.3,2.5
3353,29.38,49.92,101.3,2.5
3354,29.37,49.92,101.3,2.5
3355,29.37,49.93,101.3,2.5
3356,29.37,49.94,101.3,2.5
3357,29.36,49.95,101.3,2.5
3358,29.36,49.96,101.3,2.5
3359,29.35,49.96,101.3,2.5
3360,29.35,49.97,101.3,2.5
3361,29.34,49.98,101.3,2.5
3362,29.34,49.99,101.3,2.5
3363,29.34,50,101.3,2.5
3364,29.33,50,101.3,2.5
3365,29.33,50.01,101.3,2.5
3366,29.32,50.02,101.3,2.5
3367,29.32,50.03,101.3,2.5
3368,29.31,50.04,101.3,2.5
3369,29.31,50.04,101.3,2.5
3370,29.31,50.05,101.3,2.5
3371,29.3,50.06,101.3,2.5
3372,29.3,50.07,101.3,2.5
3373,29.29,50.08,101.3,2.5
3374,29.29,50.08,101.3,2.5
3375,29.28,50.09,101.3,2.5
3376,29.28,50.1,101.3,2.5
3377,29.28,50.11,101.3,2.5
3378,29.27,50.12,101.3,2.5
3379,29.27,50.12,101.3,2.5
3380,29.26,50.13,101.3,2.5
3381,29.26,50.14,101.3,2.5
3382,29.25,50.15,101.3,2.5
3383,29.25,50.16,101.3,2.5
3384,29.25,50.16,101.3,2.5
3385,29.24,50.17,101.3,2.5
3386,29.24,50.18,101.3,2.5
3387,29.23,50.19,101.3,2.5
3388,29.23,50.2,101.3,2.5
3389,29.22,50.21,101.3,2.5
3390,29.22,50.21,101.3,2.5
3391,29.22,50.22,101.3,2.5
3392,29.21,50.23,101.3,2.5
3393,29.21,50.24,101.3,2.5
3394,29.2,50.25,101.3,2.5
3395,29.2,50.25,101.3,2.5
3396,29.19,50.26,101.3,2.5
3397,29.19,50.27,101.3,2.5
3398,29.18,50.28,101.3,2.5
3399,29.18,50.29,101.3,2.5
3400,29.18,50.3,101.3,2.5
3401,29.17,50.3,101.3,2.5
3402,29.17,50.31,101.3,2.5
3403,29.16,50.32,101.3,2.5
3404,29.16,50.33,101.3,2.5
